date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,us_aqi,european_aqi
2025-10-18,57.65833333333333,55.36666666666667,482.75,13.883333333333333,15.862499999999999,101.5,0.6820833333333334,4.0,1.6958333333333335,138.41666666666666,80.625
2025-10-19,47.637499999999996,44.645833333333336,407.7083333333333,9.904166666666667,10.808333333333332,91.25,0.6716666666666667,5.916666666666667,1.4770833333333335,144.33333333333334,82.625
2025-10-20,15.612499999999999,15.2875,307.5,8.591666666666667,8.608333333333333,59.041666666666664,0.23583333333333334,0.041666666666666664,2.066666666666667,85.0,56.583333333333336
2025-10-21,12.758333333333333,12.545833333333334,302.0,7.404166666666666,7.1000000000000005,60.25,0.18125,0.0,1.76875,53.5,28.416666666666668
2025-10-22,10.4,10.229166666666666,281.5,7.0375000000000005,7.425,70.16666666666667,0.17208333333333334,0.0,1.6229166666666668,44.791666666666664,28.625
2025-10-23,6.370833333333334,6.3125,271.125,7.516666666666667,5.9750000000000005,56.5,0.10833333333333334,0.0,0.9583333333333334,35.791666666666664,22.75
2025-10-24,8.079166666666667,7.970833333333334,363.0833333333333,8.854166666666666,6.445833333333333,47.208333333333336,0.14833333333333334,0.0,1.13125,25.958333333333332,18.916666666666668
2025-10-25,8.762500000000001,8.695833333333333,511.9583333333333,10.258333333333333,5.804166666666667,45.958333333333336,0.14833333333333334,0.0,0.81875,30.791666666666668,19.541666666666668
2025-10-26,12.333333333333334,12.120833333333332,564.0416666666666,8.908333333333333,5.041666666666667,62.875,0.19000000000000003,0.0,1.6041666666666667,44.583333333333336,25.833333333333332
2025-10-27,23.120833333333334,22.5125,818.1666666666666,14.629166666666668,9.420833333333333,70.70833333333333,0.2091666666666667,0.0,1.3895833333333334,65.70833333333333,41.916666666666664
2025-10-28,10.9,10.8375,474.0833333333333,10.125,8.325000000000001,63.125,0.21083333333333334,0.0,0.6437499999999999,58.083333333333336,33.041666666666664
2025-10-29,15.404166666666667,14.983333333333334,427.2083333333333,7.7,6.320833333333333,66.04166666666667,0.25458333333333333,0.4583333333333333,0.24791666666666667,44.375,26.416666666666668
2025-10-30,14.320833333333333,13.591666666666667,480.0416666666667,8.158333333333333,4.958333333333333,70.16666666666667,0.21250000000000002,0.5833333333333334,1.1354166666666667,56.583333333333336,31.791666666666668
2025-10-31,17.916666666666668,16.316666666666666,474.2916666666667,10.7875,6.391666666666667,60.0,0.1775,1.875,1.4541666666666666,55.875,30.625
2025-11-01,18.400000000000002,17.358333333333334,844.7916666666666,13.045833333333334,9.029166666666667,62.166666666666664,0.20666666666666667,0.9583333333333334,1.4270833333333333,60.125,34.25
2025-11-02,15.683333333333332,15.200000000000001,617.6666666666666,13.679166666666667,7.866666666666667,62.5,0.2525,0.16666666666666666,1.0666666666666667,63.25,37.083333333333336
2025-11-03,21.191666666666666,20.808333333333334,650.7916666666666,12.65,7.533333333333334,72.54166666666667,0.3575,0.0,1.0041666666666667,58.5,37.625
2025-11-04,19.604166666666668,19.366666666666667,575.4166666666666,13.904166666666667,8.216666666666667,71.20833333333333,0.3520833333333333,0.0,1.33125,67.45833333333333,42.833333333333336
2025-11-05,27.900000000000002,27.25,602.1666666666666,19.525000000000002,11.9375,71.375,0.3745833333333333,0.5,1.4833333333333334,75.25,53.916666666666664
2025-11-06,35.19166666666667,34.28333333333333,554.5,24.6875,13.950000000000001,68.875,0.4925,1.25,1.3812499999999999,91.95833333333333,65.29166666666667
2025-11-07,34.237500000000004,32.5875,424.1666666666667,19.916666666666668,13.9375,85.25,0.35708333333333336,3.125,1.7083333333333333,96.04166666666667,66.79166666666667
2025-11-08,31.724999999999998,30.954166666666666,441.5,22.520833333333332,13.775,89.125,0.2791666666666667,1.4583333333333333,1.7375,91.91666666666667,64.41666666666667
2025-11-09,48.074999999999996,45.1875,510.2083333333333,24.0625,17.0625,95.25,0.3870833333333333,5.5,1.7395833333333333,107.91666666666667,70.0
2025-11-10,63.39166666666667,58.4625,680.75,25.766666666666666,21.77916666666667,112.91666666666667,0.4066666666666667,9.166666666666666,1.6437499999999998,143.0,82.41666666666667
2025-11-11,55.22083333333333,53.15833333333333,627.4583333333334,22.758333333333336,22.166666666666668,106.04166666666667,0.5129166666666667,3.8333333333333335,1.4708333333333332,151.45833333333334,86.625
2025-11-12,51.13333333333333,49.112500000000004,525.7916666666666,17.216666666666665,22.079166666666666,115.66666666666667,0.38833333333333336,3.5833333333333335,1.7104166666666665,134.08333333333334,78.83333333333333
2025-11-13,49.39166666666667,46.30416666666667,510.5416666666667,17.645833333333332,21.679166666666664,118.70833333333333,0.24916666666666668,5.708333333333333,1.7833333333333332,136.58333333333334,79.79166666666667
2025-11-14,50.75,46.90416666666667,581.5416666666666,17.325,21.34583333333333,116.41666666666667,0.21583333333333332,7.0,1.7770833333333333,125.29166666666667,76.45833333333333
2025-11-15,60.89166666666666,56.800000000000004,618.0416666666666,19.229166666666668,23.304166666666664,116.5,0.29458333333333336,7.75,1.6624999999999999,144.41666666666666,82.83333333333333
2025-11-16,55.67916666666667,53.020833333333336,537.4166666666666,17.179166666666667,23.758333333333336,116.45833333333333,0.28708333333333336,4.875,1.6229166666666668,145.875,83.04166666666667
2025-11-17,55.09166666666667,52.88333333333333,523.375,15.362499999999999,24.145833333333332,121.70833333333333,0.29458333333333336,4.041666666666667,1.6145833333333333,140.66666666666666,81.04166666666667
2025-11-18,55.25,53.25833333333333,580.8333333333334,16.233333333333334,26.15416666666667,119.29166666666667,0.30624999999999997,3.5833333333333335,1.65625,144.375,82.66666666666667
2025-11-19,54.52916666666667,53.1625,611.7916666666666,16.758333333333333,25.570833333333336,120.91666666666667,0.3229166666666667,2.4583333333333335,1.7249999999999999,146.125,83.25
2025-11-20,47.425000000000004,46.34583333333333,595.125,16.008333333333333,25.354166666666668,121.25,0.20208333333333336,1.75,1.7229166666666667,143.83333333333334,82.45833333333333
2025-11-21,30.325,29.858333333333334,551.125,14.066666666666668,14.1875,94.95833333333333,0.2225,0.2916666666666667,1.2541666666666667,103.25,69.25
